GEO,liver,PTK7,COL9A3,FGF19,LAMC1,BCL2L14,TMEM189.....TMEM189.UBE2V1.....UBE2V1,SAGE1,TF,LINC00176,UBXN7,ANAPC1.....LOC101930107.....LOC285074.....LOC730268,MSANTD3-TMEFF1///TMEFF1,KIF6,PRAME,RNF182,CTAG2
GSM1523889,0,1.659234047,1.618003845,1.11525774,2.602297544,2.34154892,2.260723829,0.863990068,1.484031796,1.226920247,2.138461351,1.875408411,1.932863355,0.893110573,1.323323369,1.024463415,1.087577105
GSM1523890,0,1.906479597,2.014514208,1.044804454,2.741764784,2.645750284,2.249603748,0.879131615,1.006309867,1.279374123,2.142685175,1.906479597,1.647694945,1.031373978,1.300569296,0.913552582,1.090515494
GSM1523891,0,1.947929859,2.018438578,1.036563039,2.992366076,2.226410389,2.580166101,0.896406531,1.031720638,1.151867509,1.80118835,2.001522303,2.294708729,0.9196527,1.359101057,1.051598907,1.169880509
GSM1523892,0,1.772665143,1.517726183,1.240124941,2.783090591,2.455260992,2.134106159,0.86451298,1.086031318,1.316722989,2.014974356,1.788320184,1.555822372,0.998460174,1.327613592,1.067105532,1.132232785
GSM1523893,1,2.08350563,2.543551922,1.400007725,3.064759254,2.538053274,2.572486877,0.934527457,2.631580353,1.152959943,2.176911354,2.317003965,1.72371304,0.977734268,1.605553031,2.981948137,1.137068629
GSM1523894,1,2.077967882,1.585779071,1.12462616,3.040701151,2.003724337,2.61347127,0.915060401,0.957663417,1.269914627,2.115225315,1.9516958,2.021534204,1.001294971,1.314292431,0.96292299,1.147158146
GSM1523895,0,2.429317236,2.942688704,1.06478858,2.939915657,1.856428504,2.524115562,0.878739417,1.154067159,2.007556438,2.124360085,1.905113816,1.778761268,1.025268435,1.884060979,0.987828076,1.14309752
GSM1523896,0,2.027977705,1.507569075,1.160433054,2.933303833,2.338182926,2.26247716,0.819568038,0.972520471,1.354640722,1.971468091,1.911836147,1.490827918,0.935970306,1.305922866,0.943031847,1.027537227
GSM1523897,0,2.22474432,2.550657749,1.108092904,2.971220255,2.428024292,2.577277184,0.924259007,1.017866373,1.170409441,2.198671579,1.909993529,1.601599097,1.057988286,1.305404305,0.935578942,1.192445993
GSM1523898,0,2.140797138,2.002188206,1.303159714,2.846417189,2.444190025,2.468692541,0.867138863,1.054990292,1.170387745,2.057614326,2.018091202,1.816371679,1.036719918,1.608627558,2.375171185,1.156291127
GSM1523899,0,1.690871835,1.710979819,1.135873437,2.857297182,2.517623663,2.485274553,1.377194285,1.008414388,1.201989889,2.135857105,1.813501954,2.150004864,1.045455813,1.673971772,0.986888885,1.237089872
GSM1523901,0,1.61149323,1.511361241,1.15291965,2.632050753,2.579464674,2.243579865,0.886492133,1.042533398,1.179244041,1.746678352,2.005324841,1.740264297,1.009212613,1.990624666,1.004914284,1.197626472
GSM1523903,0,2.573595524,1.526403904,1.049469113,3.145757437,2.216010332,2.496740341,0.851177633,1.023943305,1.264282584,1.848677278,2.119013309,1.809941888,0.951815248,1.774319649,1.045128345,1.109835863
GSM1523904,0,2.076565027,1.708870173,1.159300566,3.028250456,2.403199434,2.605135202,0.900581539,0.995712996,1.189723611,2.587834597,1.926652193,2.152189016,1.06223762,1.279494286,0.939311087,1.267645478
GSM1523905,0,1.984835029,1.474662542,1.143952489,3.018785954,2.566706419,2.201429129,0.889276028,1.018464565,1.1686306,1.729471803,1.933794379,1.606392622,1.043474436,1.292812467,1.005483508,1.194652557
GSM1523906,0,1.69618392,1.578617215,1.063836932,2.955172539,2.311013699,2.240188837,0.891332924,0.965415239,1.215973973,1.98384726,1.983288884,1.609613776,0.980937839,1.263480783,0.927408993,1.127146006
GSM1523908,0,1.945908427,1.553549886,1.102373004,2.905970812,2.382107019,2.381572008,0.858047783,1.016665578,1.199909449,2.025820017,1.87755537,1.821972013,0.95851326,1.579679012,0.922778547,1.274593472
GSM1523909,0,1.625943661,1.45864141,1.1854074,2.611382246,2.473191738,2.125679731,0.887642324,1.02271235,1.310297728,2.316905975,1.985465288,1.611480951,1.104817748,1.306578279,0.994784653,1.251006365
GSM1523910,0,1.778550863,1.41262424,1.092858076,2.745114803,2.133443117,2.164201498,0.918426573,1.122710347,1.181361794,1.877110839,2.167121887,1.660083532,1.005622864,1.940920353,0.984731078,1.206962943
GSM1523911,1,2.66846776,2.319186926,1.064902902,3.189927578,1.669731498,2.552964687,1.636589408,1.138102531,1.148191571,2.286334038,2.279541016,2.066295624,1.131688595,1.944841623,1.647814631,1.202706695
GSM1523918,1,1.840985656,2.074308634,1.037943006,3.225289583,2.216867447,2.294816971,0.938448429,1.03222847,1.138785601,2.013375759,2.158087492,2.112442017,0.982874095,1.281419396,1.030278802,2.10370326
GSM1523919,0,1.827831626,1.537959337,1.030910611,2.938468218,2.674064159,2.350488901,0.922738492,1.042859435,1.164699793,1.857537866,1.932976246,1.614593983,0.918378413,1.318544865,1.016348243,1.065837026
GSM1523920,0,1.724775434,1.234369278,1.085863948,2.828894138,2.65982461,2.164063454,0.945026159,0.978616357,1.225279689,1.686718941,1.779237747,1.678382277,1.084166169,1.292008638,1.004134297,1.120999336
GSM1523921,0,2.102139711,1.426738262,1.130202055,2.770053625,2.378940582,2.150696993,0.786246419,0.987559617,1.265712023,1.808124661,1.946090341,1.601589441,0.974607468,1.270870686,1.402550578,1.181711555
GSM1523922,1,2.432871819,2.155042887,1.051347613,3.017319918,1.955892444,2.82035923,0.808999717,1.928886414,2.360399961,2.058594704,1.952224016,1.828441858,0.998028219,1.704275846,2.201455355,1.268443108
GSM1523923,0,1.712599397,1.637968063,1.018211126,2.874308586,2.682688236,2.450339556,1.013712764,1.048656106,1.217415333,1.75560236,2.045593023,1.534931183,0.927622139,1.269604564,0.949540138,1.101085544
GSM1523924,0,1.939134955,1.571679115,1.062787294,3.082658529,2.665782452,2.23456955,0.827843308,1.029891968,1.179998159,1.728013277,1.738716364,1.494337201,0.981648326,1.287142873,1.007549763,1.13086617
GSM1523925,1,2.078391075,1.533072233,1.373476744,3.349413157,1.942978501,2.588665485,1.485524893,3.788140297,1.446095109,1.826751113,2.46534133,2.411517382,1.30527091,3.081857681,1.813135624,2.511564016
GSM1523926,0,1.910567522,1.449090362,1.1103549,2.695456028,2.61937952,2.389786482,0.864475965,0.955436707,1.164419532,2.002773523,1.623210669,1.195154428,0.8243559,1.158240914,0.943773329,1.241291404
GSM1523927,0,1.789745569,1.540687799,1.031033158,2.897838593,2.718921661,2.209234715,0.878739417,0.974862754,1.143134356,1.718518019,1.967765927,1.663249493,0.89769733,1.234364748,0.942081511,1.206985474
GSM1523928,0,2.584578276,2.939543962,1.120989084,3.170495987,1.951330066,2.706120014,1.034219265,1.127594829,1.733089805,1.971449733,1.529091239,1.773409247,0.956603765,1.420687556,1.360199809,1.437845111
GSM1523929,0,1.796312928,1.684271812,1.011157036,2.741696358,2.566633701,2.275515079,0.882582903,1.042739391,1.211759925,1.638978362,1.667852759,1.544947982,1.025547743,1.193325281,1.058640361,1.194173694
GSM1523930,0,2.831665039,2.43994379,1.008045912,3.208672762,2.19600749,2.509247541,0.985948741,1.074552774,1.077886343,1.866656303,1.8384974,1.941294312,1.031679511,1.311943531,1.610637784,2.688432693
GSM1523931,0,1.784288526,1.81296134,1.087674618,2.839644909,2.645116568,2.260418653,0.941495359,0.986098111,1.308930874,1.961657047,1.801793933,1.714524508,0.896431804,1.156062961,0.927247941,1.110716343
GSM1523932,0,2.123237371,2.723567247,1.249532223,2.951252699,2.319181442,2.555474997,0.897295773,1.668391347,1.232079029,2.111226797,2.078216553,1.659315825,1.041481614,1.789697766,2.263504505,2.314054489
GSM1523933,0,1.937478423,1.719265461,1.143223763,2.877434015,2.257086277,2.307789564,0.921891093,0.991441965,1.181660175,2.086244583,1.980747938,1.875306606,0.96255368,1.601392269,1.016542196,1.132769823
GSM1523934,0,2.001130581,1.581936836,1.159903169,3.177925587,2.274662495,2.554270983,0.957486391,1.038151979,1.205089569,1.866567492,1.94380188,2.122234583,1.12275219,1.916525483,0.972337425,1.120282531
GSM1523935,0,2.80207634,1.974508762,1.012366891,3.496571779,1.898768067,2.420140982,0.884176552,1.029871821,1.233548284,1.968072176,2.0264256,2.075928688,0.939686239,1.454438448,1.156471729,1.25626421
GSM1523936,0,1.912043571,1.699985981,1.07156539,3.1075418,2.501323223,2.275636435,0.840137362,0.945217907,1.382606864,1.764923453,1.873721242,1.690789461,0.943858147,1.359491706,0.864619553,1.131748199
GSM1523937,0,2.073202133,1.999085188,1.127333522,3.080530405,2.387975216,2.417275667,0.965492904,1.004324317,1.237897038,1.874528766,1.581555247,1.681344986,0.952796042,1.15727067,0.980585933,1.082737446
GSM1523938,0,2.145231009,1.759485126,1.093224764,3.421061516,2.323626041,2.314489841,0.873653173,0.88910532,1.191970944,1.874257326,1.928912878,2.134999514,0.957250416,1.081012249,1.072701693,1.109585404
GSM1523939,0,2.024765968,1.707639098,1.166535139,3.248483896,2.194385529,2.358545542,0.865938663,1.197000384,1.266163111,1.835837841,1.750848293,2.116260529,0.983316302,1.212152362,0.94890523,1.204814672
GSM1523940,0,2.158658743,1.518404961,1.020613551,2.969536543,1.760943294,2.461103201,1.150670528,1.130602479,1.148191571,1.955842495,1.954595566,1.698047042,1.08698678,2.025621653,1.116947651,1.12534976
GSM1523941,0,2.24294591,1.582422853,1.059803247,3.247888088,2.02362299,2.280236006,0.828274071,0.938191891,1.152543545,2.042571306,2.136626005,1.733178973,0.857581794,2.048276663,1.003473043,1.215023279
GSM1523942,0,2.190173626,1.562867284,1.074635863,3.071980953,2.413971901,2.552322149,0.914913177,1.012326002,1.197454572,1.86599195,1.915884018,1.804754257,0.855563998,1.563835263,1.119332194,1.093557954
GSM1523943,0,2.039910555,1.605635285,1.066033363,3.12671423,2.421066284,2.28917098,0.927230775,1.088343859,1.187405944,1.858136773,2.016119957,1.650645614,0.917235076,1.666374326,0.989031315,1.69397223
GSM1523944,0,1.95510006,1.705977321,1.014183283,2.956157923,2.115815163,2.434641123,0.960050881,0.984839857,1.298286796,1.922588348,1.881397724,1.905610442,1.034576535,1.77532804,0.91976738,1.495905042
GSM1523945,0,2.031689405,1.988578916,1.015710354,3.285796642,2.416695118,2.354578495,0.856152833,0.981759965,1.198313117,1.658079267,2.048887253,2.107034445,0.903168857,1.256518483,1.198158622,1.005835772
GSM1523946,0,2.004584074,2.063596725,1.115293622,3.194527388,2.427916765,2.707423687,0.825729787,2.409617662,1.258057594,1.963874221,2.002086401,1.6570822,0.888138413,1.481251717,1.026713014,1.910265684
GSM1523947,0,1.623738647,1.496548653,1.059639096,2.60435605,2.431193352,2.264682293,0.920271575,0.982837081,1.140203238,1.920342922,2.009489775,1.823252916,1.034283042,1.229719043,0.995933652,1.09078002
GSM1523948,0,1.922628403,1.391084194,1.044553876,3.204133034,2.515321732,2.441928387,0.941189289,0.976483226,1.099007249,1.667108059,1.841616631,1.7418859,0.84247005,1.102919698,1.029031634,1.036666632
GSM1523949,0,1.892593265,1.576019406,1.117045164,3.219880104,2.012137651,2.311445713,0.900882542,1.003456354,1.128921747,1.720771194,1.938591003,1.97886169,0.859638095,1.460262179,1.164427042,1.200578332
GSM1523950,0,2.353013992,2.457507133,1.05765903,2.725115776,2.30273819,2.417920351,0.87348336,1.024493217,1.148391485,1.918174267,1.964446783,1.46550405,0.970851839,1.233611941,0.937613606,1.093258142
GSM1523951,0,1.938550353,1.956604123,1.117701769,3.023048639,2.289659023,2.300998926,0.817797661,0.945953369,1.306378603,1.881809592,1.76506114,1.442909598,0.929506004,1.253134251,1.017604828,1.051844239
GSM1523952,0,1.905147195,1.65688777,1.056244135,3.061321497,2.645495892,2.278935671,0.881121993,1.065382242,1.214258909,1.670055628,1.848002315,1.594516873,0.964416444,1.323836565,0.985483706,1.157921553
GSM1523953,0,2.504339695,1.431643605,1.368019462,3.221647024,2.51807189,2.446387529,0.975413978,2.609496832,1.554926872,1.980858326,2.300351381,1.318949342,0.996217489,1.517993093,1.745559812,1.303780198
GSM1523954,0,1.687283039,1.178902984,1.128572941,2.660294294,2.887313604,2.254651785,0.906282067,1.017769456,1.151271462,1.501173973,1.80459106,1.256927609,0.958286881,1.270259261,1.028391957,1.215218425
GSM1523955,0,1.992880225,1.622535944,1.160801411,2.930657625,2.344824076,2.097018719,1.015358448,0.894462168,1.323851943,1.388279915,1.766813874,1.352237582,0.953438461,1.416692615,1.027686596,1.190308094
GSM1523956,0,2.325867653,2.875976563,1.460186958,3.073952675,2.001965523,2.547459364,0.932803154,1.163934946,1.335096836,2.34867692,1.97563827,2.20315814,1.137290716,1.616968155,2.251633883,1.248681784
GSM1523957,0,1.822239399,1.694427729,1.146336675,2.892050505,2.601716518,2.235262156,0.965233386,0.881470025,1.191539645,1.675883651,1.704885483,1.373963833,1.076112151,1.245283127,1.055744171,1.05504477
GSM1523958,0,1.854095817,1.762561321,1.027135372,2.981828451,2.695761442,2.220236778,1.015866637,0.986539423,1.328818321,1.688149452,1.912145138,1.74303329,1.082003236,1.223497868,0.961346209,1.33497107
GSM1523959,0,1.913581491,1.749885559,1.10167706,2.914294958,2.845775843,2.437731266,0.863088489,1.076772332,1.245453596,1.926228285,2.011784554,1.418678761,1.044692993,1.535394192,1.695016861,1.100329995
GSM1523960,0,2.239858866,1.556332588,1.118643165,3.213856459,2.60027194,2.566477299,0.929819643,1.005449533,1.350742936,2.071851969,1.882565379,1.62915659,0.890437365,1.923331857,1.193430066,1.197587609
GSM1523961,0,2.08996129,1.154950023,1.051825285,3.022166491,2.522025824,2.550235987,1.706101298,1.119667768,1.16613543,2.110029459,2.020715714,1.568851233,1.009249091,1.997736096,1.029863954,1.580747962
GSM1523962,0,1.742481351,1.881954908,1.018866062,3.266864777,2.476405859,2.26248908,0.794675231,1.057426572,1.21030879,1.755201817,1.996677518,1.926973104,0.8980968,1.114094853,1.162290931,1.10095942
GSM1523963,0,1.919951916,1.65666914,1.106734633,2.867297173,2.765947104,2.204504967,0.893908858,1.118004918,1.084291101,1.751730561,1.995072484,1.611796498,1.080541134,1.227102637,0.947774529,1.179848194
GSM1523964,0,1.889264822,1.264914751,1.052080512,2.746867657,2.804035902,2.300820589,0.908874571,0.999403656,1.072483778,1.773443341,1.841924906,1.420801997,1.007992864,1.182186961,0.822603583,1.170193672
GSM1523965,0,2.08218646,1.397624135,1.069666982,3.398532152,2.266707897,2.43802309,0.850844085,1.032722473,1.096255183,1.973264575,1.93624723,2.031443357,0.862102628,1.198812485,1.251208544,1.132798076
GSM1523966,0,2.134311676,2.266787052,1.02530396,3.112252951,2.644960642,2.336351871,0.925833404,1.855345368,1.177297592,2.048950672,2.055361271,1.398327351,1.060255408,1.826170802,0.944803476,2.055930376
GSM1523967,0,2.020713568,2.690723896,1.260290623,3.137626648,2.57321763,2.35606432,1.056227326,1.213021755,1.364468813,1.950404406,2.023584127,1.627964497,1.001344085,2.022687674,1.200650334,2.260163546
GSM1523968,0,1.891816497,1.730985641,1.05796051,3.420408249,2.268012762,2.340729237,0.789714277,1.258765697,1.177927971,1.801100969,2.042180777,1.927249432,0.912552595,1.373833418,0.95826906,1.20372355
GSM1523969,0,2.016254425,1.590368271,1.073416948,3.083377838,2.695034027,2.232607603,0.871410489,1.074363947,1.184135556,1.642548561,1.863571644,1.493350744,0.974706233,1.333778739,1.016695142,1.206915855
GSM1523970,0,1.996519446,2.06241703,1.031710744,2.959853172,2.306668758,2.496187687,2.199566841,0.957482815,1.327691913,2.032244921,1.893251181,2.047165394,0.948390484,1.94491446,0.957434297,1.437689424
GSM1523971,0,1.85081017,1.712749362,1.185212612,3.113342762,2.440945864,2.122751951,0.935255647,1.152046919,1.167010188,1.476732135,1.797315001,1.457341909,1.046985269,1.410815835,0.965372741,1.302182913
GSM1523972,0,2.815797567,1.530789614,1.100632191,3.056962729,2.328541517,2.469165087,0.897105217,1.110160947,1.27678597,2.059062958,2.093697309,1.828634739,1.119723201,1.989835024,0.944396436,1.055731177
GSM1523973,0,2.065689802,1.552628756,1.18443048,2.965740919,2.361263514,2.242590904,0.834080696,1.102713585,1.208337069,1.684347987,1.830437303,1.585066319,0.967724144,1.32362771,0.930562258,1.136079073
GSM1523974,0,2.708298445,2.747164488,1.262608886,3.152925014,1.98340559,2.60137248,0.940228343,0.983552337,1.543933868,2.060078859,1.901900053,2.288663626,1.149882197,1.652387619,0.940636575,1.143526554
GSM1523975,0,1.916555643,1.466861367,1.008410454,3.195394278,2.438073397,2.260732889,0.908155084,1.084240556,1.237756133,1.835575223,1.880564451,1.808232665,0.952787638,1.196186066,1.127626419,1.06182909
GSM1523976,0,2.274242878,1.89637661,1.04556179,3.013903141,2.677591801,2.51897645,1.426590443,1.094282866,1.26551199,1.907661319,2.013333559,1.45914185,1.154828191,1.693834305,1.24979341,2.417979002
GSM1523977,0,2.236052275,2.049757957,1.716538429,3.358356953,2.222667456,2.519387722,1.203156352,3.924717665,1.413051367,2.004504204,2.310045481,2.108890057,1.071301699,2.90085578,1.695299149,2.65415144
GSM1523978,0,1.82101953,1.707799077,1.034590721,2.944863796,2.522773027,2.652121544,0.808631897,1.058812499,1.256974578,1.6104635,1.874933958,1.331487656,1.064104319,1.230602264,2.274733782,1.175913215
GSM1523979,1,1.834140301,1.810315847,1.094237447,2.675957203,2.27637887,2.191258192,0.82171011,1.036738276,1.219226241,2.031249046,1.978396893,1.775603771,0.963212311,1.469078064,0.997097135,1.125959039
GSM1523980,0,1.996613622,1.729894161,1.109399676,3.155414581,2.490451336,2.160903931,0.844921052,0.879023254,1.188631415,1.687454224,1.856606126,1.587425709,0.982993603,1.092738271,0.938735008,1.031420588
GSM1523981,0,2.261528015,1.998721719,1.024343729,3.449457645,1.959226608,2.332811594,0.89333421,1.041085124,1.162429094,1.857222319,2.250836134,2.00705266,0.94176662,1.167065382,1.337203503,1.191452265
GSM1523982,0,2.435013533,1.339477777,1.068998694,3.494305134,1.838358283,2.333323479,0.91902262,0.989585817,1.210787773,1.828277707,2.063299179,2.032667637,1.00822258,1.115517855,1.134496927,1.153306723
GSM1523983,0,2.124158859,1.283234596,1.042019844,2.933313131,2.639062166,2.177979708,0.837057233,1.067607403,1.049867034,1.875374675,2.040838242,2.113353729,1.359070778,2.129512787,1.011310935,1.511547565
GSM1523984,0,2.202068806,2.420895338,1.149881601,2.902184963,1.440239668,2.310371637,1.111172438,1.492846012,1.174581766,2.345131636,2.37545085,2.540027618,0.982613981,2.483837366,2.544322014,2.859120607
GSM1523985,0,2.070476532,1.622733474,1.024893999,3.278053999,2.773884773,2.309742928,0.843626022,0.991888404,1.189109445,1.801452279,1.869185805,1.763167977,0.891262233,1.384408951,0.933712304,1.055612564
GSM1523986,0,2.013368607,1.738880157,1.109809399,3.149511337,2.667061567,2.252770662,0.871604621,0.889258265,1.177636027,1.747104049,1.923822165,1.424057364,0.923636794,1.186213255,0.936280072,1.054048419
GSM1523987,0,1.94415915,1.837221265,1.132421494,2.949039936,2.728125572,2.27219224,0.879634321,0.999707937,1.259153128,1.722563982,1.84007287,1.380710483,1.045661688,1.287710309,1.000219464,1.12678206
GSM1523988,0,2.136285543,1.787227035,0.970075488,3.518625021,1.86612165,2.391606569,0.80760181,1.033523321,1.112178445,1.802368045,1.967887878,2.141030073,0.97707206,1.311025143,1.079095602,1.160746694
GSM1523989,0,2.093298674,1.528831124,1.056383848,3.318741322,2.52858305,2.447242498,1.049574137,0.928342164,1.232475162,1.726520181,2.03679347,1.631664991,0.922089458,1.580411673,1.142610192,1.80721879
GSM1523990,1,2.526491165,1.837326646,1.155774832,3.153843164,1.576534152,2.941920519,1.12858367,1.291565895,1.594929457,2.519298553,2.192075968,2.183674574,1.010421395,2.42399621,1.082258582,1.198022604
GSM1523991,0,2.225008488,1.828573346,1.069466591,3.14961338,2.507403851,2.385756731,0.869210839,1.080641985,1.168996453,1.990861297,2.027261257,1.943427086,1.0162462,1.214998603,0.980587721,1.187181592
GSM1523992,1,2.015086174,1.588614225,1.070045114,2.831423044,2.482168913,2.347351551,0.910177112,0.991749942,1.230088353,2.004669428,2.080164909,1.400330663,0.891755342,1.211999416,0.935208678,1.148834348
GSM1523993,0,2.542957306,2.864063025,1.018750548,3.076093197,2.461492538,2.240592957,0.927363276,1.088583469,1.240305543,1.944720984,1.860797405,1.699705958,0.878553033,1.270246029,0.925508261,1.115017176
GSM1523994,0,1.744698524,1.67829752,1.125844359,2.938471079,2.780614138,2.332380056,1.051335812,1.0401299,1.268577814,1.75948298,2.015929937,1.499298215,0.896638632,1.310392261,1.015136361,1.924702644
GSM1523995,0,2.125313997,2.11574316,1.04572463,3.071544647,2.210323334,2.539125204,1.596330523,0.923185527,1.176151037,2.003332615,2.040947914,1.701624036,1.071589351,2.414998531,0.970045984,1.600525022
GSM1523996,0,1.967434525,1.463923573,1.136354804,3.216499567,2.844461918,2.173143864,0.870179594,1.109180808,1.14259696,1.583146572,1.843166351,1.505958796,1.037822604,1.294133902,1.090944409,1.215459585
GSM1523997,0,2.095742226,2.077641487,1.15633595,2.9192698,2.533351898,2.410758734,0.826827645,1.078109741,1.07802248,1.93645215,2.04025054,1.395174384,1.152496338,1.154294968,0.929083645,1.173049808
GSM1523998,1,2.385143518,2.354737282,1.147333622,3.069169521,2.058944225,2.592694044,0.900936425,1.076729178,1.190682292,2.040457964,1.635883451,1.708906412,0.976624668,1.852778554,0.976266742,1.277991295
GSM1523999,0,1.809839606,1.633862853,1.101158977,3.011079788,2.538445473,2.367589235,0.917416275,1.002945542,1.380186915,1.957081199,2.086946726,1.638549805,1.011201262,1.367869139,1.118280649,1.394420266
GSM1524000,0,1.965070844,1.719194889,1.136250377,2.951206207,2.625067472,2.154920578,0.875751376,0.958223343,1.262094378,1.567961097,1.937873363,1.670781136,1.021965861,1.341666937,1.016694546,1.297713518
GSM1524001,0,2.212223291,2.102267027,1.098804951,3.088459253,2.220315695,2.585006237,1.041719437,1.169847727,1.218749404,1.899202108,2.083121061,1.658053398,1.01363337,2.345877171,1.094253063,1.822205067
GSM1524002,0,1.698840499,1.640288353,1.132402062,2.726340532,2.596466303,2.197814465,0.855177701,1.021466136,1.278770328,1.818456292,2.149509907,1.168353081,1.033798695,1.813607812,0.894839942,1.163881302
GSM1524003,0,1.785240889,2.193289757,1.099613547,2.583830357,2.37514329,2.418435574,1.402206779,1.050433636,1.190903544,1.78538239,2.092971802,1.375554442,0.947620451,1.361085534,1.029841304,1.102772832
GSM1524004,0,1.979187369,1.710748553,1.128780842,2.983684063,2.671339989,2.448946476,0.878253222,1.042188406,1.313475847,1.820956945,1.929513812,1.324217916,0.923933923,1.239540339,0.936178267,1.208927035
GSM1524005,0,2.042330503,1.518561125,1.158701181,2.945344687,2.278383732,2.459186554,1.582447529,1.657900095,1.184540391,2.05436492,2.118035078,1.79217422,1.259643197,1.724077702,1.654573202,2.329211235
GSM1524006,0,1.91885066,1.612707973,1.068291426,3.374901295,2.139241695,2.301791668,0.865944684,1.106514931,1.189768076,1.843953848,1.992369413,2.117153883,0.918964446,1.08101368,1.066318989,1.062558174
GSM1524007,0,1.844725132,1.814832807,1.171776772,3.128968954,2.622603655,2.434111357,0.972860932,2.24402523,1.18889153,1.975560188,2.086701155,2.101449728,0.90546906,2.760307312,1.098047853,2.54475522
GSM1524008,0,1.592144608,1.400990963,1.103860974,3.054515362,2.199442387,2.396416903,0.865088522,0.957331657,1.208337069,1.941721082,1.868059993,1.439508915,0.948587656,1.615853548,0.911085367,1.171398997
GSM1524009,0,2.161895514,1.578404069,1.10296011,3.189277411,2.406244993,2.292900085,0.893476903,1.001053572,1.08627665,1.808210135,1.84703207,1.492310166,0.948662937,1.221871972,0.986621618,1.096961141
GSM1524010,0,1.873932481,1.70669353,1.025850296,3.060710669,2.525500774,2.134565115,0.870622993,1.060295701,1.255359292,1.757089853,1.981173754,1.790464044,0.963641584,1.296487451,0.964484751,1.116474748
GSM1524011,0,1.86335814,1.467131615,1.139863014,2.815235376,2.602016926,2.39197278,0.940473437,1.000230312,1.197103024,1.837838888,1.794828057,1.637225151,1.009123921,1.180461168,1.093476772,1.290810943
GSM1524012,0,1.909830809,1.695379019,1.036054373,2.953039169,2.578674555,2.354580164,0.90270859,1.412620068,1.205705881,1.971451163,2.072278023,1.593852401,0.912494183,1.777803063,1.025851846,1.141910315
GSM1524013,0,2.154015779,1.992647052,1.052555203,3.049388885,2.227128029,2.555470705,0.856980324,1.051400781,1.207879782,1.703439593,2.175997734,1.701146364,0.845986128,1.188263535,1.363707662,1.276235342
GSM1524014,0,1.826918483,1.26683259,1.157985926,2.987879276,2.362302542,2.601055145,0.912303627,0.97300297,1.112024426,2.249554396,2.07649684,1.431007266,0.971137762,1.395864964,1.004588008,1.2096802
GSM1524015,1,2.091899395,2.191477537,1.24166286,3.352953434,2.35418725,2.654964209,1.695166349,2.687564373,1.407826424,1.958961368,2.189059019,1.972267032,1.114340186,2.746445656,1.007352948,2.945766211
GSM1524016,0,1.704444289,1.744929314,1.070705652,3.022603035,2.470855713,2.471894026,0.898007989,0.995008588,1.251490712,1.769132853,1.907830596,1.555711627,0.839304149,1.247273803,0.926483333,1.093910456
GSM1524017,0,1.840013266,2.406204462,1.072180629,2.906567097,2.551665068,2.457197666,0.817570984,0.957430124,1.193157911,2.018089771,1.943870187,1.596810341,0.960967839,1.3236202,1.058936477,1.102194548
GSM1524018,0,1.829864979,1.591657639,1.110438228,2.673261404,2.587914467,2.220607042,0.925885499,0.999140501,1.092282295,2.007805347,1.790675998,1.782013893,1.102135897,1.710732937,1.134567976,1.108895421
GSM1524019,0,1.916931272,1.826569319,1.136129975,3.182823181,2.423646688,2.234106064,0.839094043,1.048180103,1.276120305,2.120984793,1.934045196,1.857875347,1.060391426,1.400831342,0.943384647,1.179434896
GSM1524020,0,1.798593521,1.640650153,1.090369701,3.000259638,2.659992933,2.391055584,0.820023775,1.048045635,1.14331007,1.916544795,2.011884928,1.547295094,0.867955565,1.330806136,0.811451375,1.120673299
GSM1524021,0,1.958990097,1.483249426,1.033421516,3.219819784,2.546001434,2.153757334,0.970115542,0.896496534,1.180428386,1.954169869,1.9403373,1.805272102,1.069438577,1.202865005,0.948363066,1.130512714
GSM1524022,0,1.942185521,1.526102901,1.133047104,3.243420601,2.249464512,2.282791853,0.853995562,1.012595654,1.131243944,1.764572501,2.007915497,1.894962788,0.936974823,1.164930463,0.912005603,1.756270051
GSM1524023,0,2.40324688,2.062122583,1.166035533,3.081538916,2.510801792,2.379001617,0.908628345,0.963052452,1.032229781,1.708673716,1.842389703,1.533391118,0.945205867,1.693568349,1.009186149,1.410531759
GSM1524024,0,2.058197975,1.718850851,1.08115983,3.235175371,2.56266737,2.166478395,0.865087032,1.010790944,1.223510504,1.660381198,1.866382599,1.543034196,0.943873227,1.259097338,1.003824592,0.965780735
GSM1524025,0,2.251665831,1.362954021,1.085673451,3.032440662,1.942794085,2.380894661,0.884185612,1.017542481,1.300550342,1.928269863,1.799242973,1.922189474,0.869151294,1.210749626,1.0366745,1.125707746
GSM1524026,0,2.409537792,2.003713131,1.078799367,3.357682705,2.094483376,2.331569195,0.835023165,1.086241126,1.12368989,1.740587354,2.03319788,1.975152612,0.917633355,1.812534451,1.093385458,1.111658692
GSM1524027,0,2.187283993,1.501698017,1.120724678,3.067841768,2.310480833,2.701904058,0.896093726,1.037142277,1.116949201,1.863531232,1.987267375,1.808264375,0.965607584,1.329573631,1.065027833,1.940489054
GSM1524028,0,1.952608466,2.380727053,1.080310225,3.056544065,2.219632864,2.63985157,0.854399323,1.07672286,1.349497557,1.539028883,1.947172523,1.865735412,0.906325161,2.355203629,1.157510996,2.509769201
